INDICATOR_ID,COUNTRY_ID,YEAR,VALUE,MAGNITUDE,QUALIFIER
700219,MDA,2014,6806,,
700219,MDA,2015,6598,,
700219,MDV,2014,31559,,
700219,MEX,2014,9150166,,
700219,MEX,2015,9430655,,
700219,MKD,2014,156437,,
700219,MKD,2015,153370,,
700219,MLI,2014,1137134.27313,,
700219,MLI,2015,861112.50946,,
700219,MLT,2014,6123,,
700219,MLT,2015,5840,,
700219,MNG,2014,207847,,
700219,MNG,2015,220092,,
700219,MOZ,2014,4854611.48868,,
700219,MYS,2014,2093500,,
700219,MYS,2015,2188800,,
700219,NIC,2009,831321,,
700219,NLD,2014,427000,,
700219,NLD,2015,438000,,
700219,PAK,2014,7853844,,
700219,PAK,2015,7613872,,
700219,PAN,2013,388981,,
700219,PAN,2016,385364,,
700219,PER,2013,3890186,,
700219,PHL,2014,10746297,,
700219,PHL,2015,10562418,,
700219,PRI,2014,20918,,
700219,PRI,2015,19401.60000,,
700219,PRT,2014,2214318.00259,,
700219,PRT,2015,2170044.98271,,
700219,PRY,2010,1194352,,
700219,PSE,2014,266000,,
700219,PSE,2015,517200,,
700219,ROU,2014,280809,,
700219,ROU,2015,263783,,
700219,RUS,2014,2451563,,
700219,SLV,2013,841907,,
700219,SRB,2014,114795.20901,,
700219,SRB,2015,93964.30512,,
700219,SVK,2014,85800,,
700219,SVK,2015,97200,,
700219,SVN,2014,88717,,
700219,SVN,2015,82267,,
700219,SVN,2016,77886,,
700219,SWE,2014,101200,,
700219,SWE,2015,89400,,
700219,SXM,2013,2219.78900,,
700219,TGO,2015,420447,,
700219,THA,2014,17298193,,
700219,THA,2015,16714000.50700,,
700219,TUR,2014,8607370,,
700219,TUR,2015,14494725.40000,,
700219,UGA,2012,7831408,,
700219,URY,2013,368032,,
700219,VNM,2014,18422600,,
700219,VNM,2015,18209100,,
700221,AGO,2014,29187.84000,,
700221,ARM,2014,12264,,
700221,ARM,2015,19429.52283,,
700221,AUT,2014,71500,,
700221,AUT,2015,73700,,
700221,BEL,2014,38859,,
700221,BEL,2015,48961,,
700221,BGR,2014,86800,,
700221,BGR,2015,90600,,
700221,BIH,2014,27834,,
700221,BIH,2015,23939.17200,,
700221,BMU,2010,231,,
700221,BOL,2011,17496,,
700221,BOL,2015,160641,,
700221,BRA,2013,1424949,,
700221,BRN,2014,6115.65792,,
700221,CAN,2015,207200,,
700221,CHE,2014,103449,,
700221,CHL,2013,31608,,
700221,CHL,2016,96792.73762,,
700221,CPV,2015,1410,,
700221,CRI,2015,28881.50000,,
700221,CYP,2014,2076,,
700221,CYP,2015,2103,,
700221,CZE,2014,103239,,
700221,CZE,2015,116276.35000,,
700221,DEU,2014,813000,,
700221,DEU,2015,801400,,
700221,DNK,2013,19821,,
700221,DNK,2014,19593.26000,,
700221,ECU,2013,8119,,
700221,ECU,2015,151852.60000,,
700221,ESP,2014,152329,,
700221,ESP,2015,168254.78000,,
700221,EST,2014,12050,,
700221,EST,2015,12147,,
700221,FIN,2014,42400,,
700221,FIN,2015,39257,,
700221,FRA,2014,319768,,
700221,FRA,2015,301646,,
700221,GHA,2014,376008,,
700221,GRC,2015,43200,,
700221,HND,2010,6037,,
700221,HND,2015,47708,,
700221,HRV,2015,19308,LOWREL,
700221,HUN,2014,70014,,
700221,HUN,2015,69730,,
700221,ISL,2015,2300,,
700221,ISR,2014,45667,,
700221,ITA,2014,551000,,
700221,ITA,2015,545886,,
700221,KOR,2014,518000,,
700221,KOR,2015,558000,,
700221,LKA,2015,443577.93473,,
700221,LTU,2014,17904,,
700221,LTU,2015,23671,,
700221,LUX,2014,2140,,
700221,LUX,2015,1698,,
700221,LVA,2014,24000,,
700221,LVA,2015,24100,,
700221,MAC,2014,,SUPP,
700221,MAC,2015,,SUPP,
700221,MDA,2014,29894,,
700221,MDA,2015,36018,,
700221,MDV,2014,3086,,
700221,MEX,2014,890348,,
700221,MEX,2015,928185,,
700221,MKD,2014,14697,,
700221,MKD,2015,14612,,
700221,MLI,2014,7857.35700,,
700221,MLI,2015,46156.54585,,
700221,MLT,2014,6137,,
700221,MLT,2015,3605,,
700221,MNG,2014,8299,,
700221,MNG,2015,31762,,
700221,MOZ,2014,49639.68585,,
700221,MYS,2014,164200,,
700221,MYS,2015,194700,,
700221,NIC,2009,10926,,
700221,NLD,2014,136000,,
700221,NLD,2015,132000,,
700221,PAK,2014,1196336,,
700221,PAK,2015,1388063,,
700221,PAN,2013,10226,,
700221,PAN,2016,28097,,
700221,PER,2013,34534,,
700221,PHL,2014,388705,,
700221,PHL,2015,380851,,
700221,PRI,2014,10023,,
700221,PRI,2015,5727.40000,,
700221,PRT,2014,35244.88236,,
700221,PRT,2015,37574.80924,,
700221,PRY,2010,23968,,
700221,PSE,2014,1100,,
700221,PSE,2015,300,,
700221,ROU,2014,273646,,
700221,ROU,2015,251583,,
700221,RUS,2014,557918,,
700221,SLV,2013,1972,,
700221,SRB,2014,69205.45916,,
700221,SRB,2015,69483.41773,,
700221,SVK,2014,56000,,
700221,SVK,2015,53700,,
700221,SVN,2014,17367,,
700221,SVN,2015,17547,,
700221,SVN,2016,18079,,
700221,SWE,2014,76300,,
700221,SWE,2015,73285,,
700221,SXM,2013,157.70620,,
700221,SYC,2012,0,NA,
700221,TGO,2015,61781,,
700221,THA,2014,405969,,
700221,THA,2015,418365.77390,,
700221,TUR,2014,401238,,
700221,TUR,2015,174922.55000,,
700221,UGA,2012,64300.88000,,
700221,URY,2013,3705,,
700221,VNM,2014,1394600,,
700221,VNM,2015,1234000,,
700221,ZAF,2014,246422.17397,,
700222,AGO,2014,1207417.39200,,
700222,ARM,2014,770340,,
700222,ARM,2015,736305.06513,,
700222,AUT,2014,2705400,,
700222,AUT,2015,2693900,,
700222,BEL,2014,2300148,,
700222,BEL,2015,2331403,,
700222,BGR,2014,1907600,,
700222,BGR,2015,1926300,,
700222,BIH,2014,525762,,
700222,BIH,2015,538852.95000,,
700222,BMU,2010,10889,,
700222,BOL,2011,622196,,
700222,BOL,2015,1926000,,
700222,BRA,2013,25962795,,
700222,BRN,2014,125947.70323,,
700222,CAN,2015,7707800,,
700222,CHE,2014,2057314,,
700222,CHL,2013,1004407,,
700222,CHL,2016,3563117.72976,,
700222,CPV,2015,46387,,
700222,CRI,2015,759988.50000,,
700222,CYP,2014,165067,,
700222,CYP,2015,163160,,
700222,CZE,2014,3530722,,
700222,CZE,2015,3540370.65000,,
700222,DEU,2014,27153100,,
700222,DEU,2015,27104800,,
700222,DNK,2013,1533166,,
700222,DNK,2014,1531412.74000,,
700222,ECU,2013,2324390,,
700222,ECU,2015,2982780.10000,,
700222,ESP,2014,8604167,,
700222,ESP,2015,8977681.40000,,
700222,EST,2014,363587,,
700222,EST,2015,370267,,
700222,FIN,2014,1077300,,
700222,FIN,2015,1058331,,
700222,FRA,2014,14738664,,
700222,FRA,2015,14633824,,
700222,GHA,2014,6071747,,
700222,GRC,2015,1880300,,
700222,HND,2010,144750,,
700222,HND,2015,950461,,
700222,HRV,2015,966784,,
700222,HUN,2014,2479343,,
700222,HUN,2015,2515392,,
700222,ISL,2015,65500,,
700222,ISR,2014,1667580,,
700222,ITA,2014,16297899,,
700222,ITA,2015,16372123,,
700222,KOR,2014,11530000,,
700222,KOR,2015,11723000,,
700222,LKA,2015,5700471.66927,,
700222,LTU,2014,739155,,
700222,LTU,2015,724455,,
700222,LUX,2014,105299,,
700222,LUX,2015,102007,,
700222,LVA,2014,556400,,
700222,LVA,2015,554100,,
700222,MAC,2014,,SUPP,
700222,MAC,2015,,SUPP,
700222,MDA,2014,858060,,
700222,MDA,2015,862841,,
700222,MDV,2014,46470,,
700222,MEX,2014,24244807,,
700222,MEX,2015,24948781,,
700222,MKD,2014,361351,,
700222,MKD,2015,364543,,
700222,MLI,2014,209411.83052,,
700222,MLI,2015,547400.84911,,
700222,MLT,2014,123796,,
700222,MLT,2015,129357,,
700222,MNG,2014,536919,,
700222,MNG,2015,516164,,
700222,MOZ,2014,1699075.17672,,
700222,MYS,2014,7343600,,
700222,MYS,2015,7392300,,
700222,NIC,2009,251259,,
700222,NLD,2014,4691000,,
700222,NLD,2015,4692000,,
700222,PAK,2014,13140094,,
700222,PAK,2015,13914343,,
700222,PAN,2013,269459,,
700222,PAN,2016,790141,,
700222,PER,2013,973210,,
700222,PHL,2014,17270282,,
700222,PHL,2015,17367342,,
700222,PRI,2014,491885,,
700222,PRI,2015,284580.60000,,
700222,PRT,2014,1045544.58225,,
700222,PRT,2015,1095608.61857,,
700222,PRY,2010,382764,,
700222,PSE,2014,373500,,
700222,PSE,2015,153300,,
700222,ROU,2014,6445845,,
700222,ROU,2015,6264867,,
700222,RUS,2014,26805664,,
700222,SLV,2013,522014,,
700222,SRB,2014,1734193.57891,,
700222,SRB,2015,1761498.70888,,
700222,SVK,2014,1670100,,
700222,SVK,2015,1698500,,
700222,SVN,2014,440154,,
700222,SVN,2015,440218,,
700222,SVN,2016,450446,,
700222,SWE,2014,2762200,,
700222,SWE,2015,2761715,,
700222,SXM,2013,8420.48100,,
700222,SYC,2012,0,NA,
700222,TGO,2015,463718,,
700222,THA,2014,13371648,,
700222,THA,2015,13631799.21700,,
700222,TUR,2014,9655161,,
700222,TUR,2015,5146717.98900,,
700222,UGA,2012,2933755.70000,,
700222,URY,2013,367897,,
700222,VNM,2014,23751900,,
700222,VNM,2015,23576100,,
700222,ZAF,2014,11387596.13857,,
700224,AGO,2014,42.24000,,
700224,ARG,2016,80371.33763,LOWREL,
700224,ARM,2014,21047,,
700224,ARM,2015,8455.33159,,
700224,AUT,2014,52800,,
700224,AUT,2015,55000,,
700224,BEL,2014,38787,,
700224,BEL,2015,36310,,
700224,BGR,2014,25200,,
700224,BGR,2015,27700,,
700224,BIH,2014,17985,,
700224,BIH,2015,13116.12500,LOWREL,
700224,BMU,2010,338,,
700224,BOL,2011,9460,,
700224,BOL,2015,63654,,
700224,BRN,2014,3359.91341,,
700224,CAN,2015,164900,,
700224,CHE,2014,57764,,
700224,CHL,2013,7167,,
700224,COL,2015,117743,,
700224,CPV,2015,773.56621,,
700224,CRI,2015,15021.35000,,
700224,CZE,2014,71521,,
700224,CZE,2015,65179.45000,,
700224,DEU,2015,775500,,
700224,DNK,2013,34849,,
700224,DNK,2014,34252.45000,,
700224,ECU,2013,533,,
700224,ECU,2015,93454.72000,,
700224,ESP,2014,137157,,
700224,ESP,2015,134420.40000,,
700224,EST,2014,9727,,
700224,EST,2015,13962,,
700224,FIN,2014,28800,,
700224,FIN,2015,31880,,
700224,FRA,2014,260306,,
700224,FRA,2015,243925,,
700224,GHA,2014,195706,,
700224,GRC,2015,31100,,
700224,HND,2010,2225,,
700224,HND,2015,36578,,
700224,HRV,2015,35546,,
700224,HUN,2014,44614,,
700224,HUN,2015,41510,,
700224,ISL,2015,3100,,
700224,ISR,2014,43186,,
700224,ITA,2014,333344,,
700224,ITA,2015,334757,,
700224,KOR,2014,159000,,
700224,KOR,2015,164000,,
700224,LKA,2015,92210.49263,,
700224,LTU,2014,11236,,
700224,LTU,2015,10986,,
700224,LUX,2014,2358,,
700224,LUX,2015,2004,,
700224,LVA,2014,17500,,
700224,LVA,2015,16200,,
700224,MAC,2014,,SUPP,
700224,MAC,2015,,SUPP,
700224,MDA,2014,6544,,
700224,MDA,2015,6968,,
700224,MDV,2014,2261,,
700224,MEX,2014,1572617,,
700224,MEX,2015,1633699,,
700224,MKD,2014,5506,,
700224,MKD,2015,5513,,
700224,MLI,2014,11648.06230,,
700224,MLI,2015,32320.42777,,
700224,MLT,2014,5113,,
700224,MLT,2015,4326,,
700224,MNG,2014,4060,,
700224,MOZ,2014,13447.13918,,
700224,MYS,2014,88000,,
700224,MYS,2015,85700,,
700224,NIC,2009,2200,,
700224,NLD,2014,94000,,
700224,NLD,2015,91000,,
700224,PAK,2014,258737,,
700224,PAK,2015,317408,,
700224,PAN,2013,1290,,
700224,PAN,2016,7251,,
700224,PER,2013,7956,,
700224,PHL,2014,128860,,
700224,PHL,2015,145688,,
700224,PRI,2014,11329,,
700224,PRI,2015,1989.20000,,
700224,PRT,2014,36781.62159,,
700224,PRT,2015,42576.81958,,
700224,PRY,2010,3833,,
700224,PSE,2014,2900,,
700224,PSE,2015,2200,,
700224,ROU,2014,45426,,
700224,ROU,2015,42149,,
700224,RUS,2014,449683,,
700224,SLV,2013,2136,,
700224,SRB,2014,44171.38205,,
700224,SRB,2015,35195.27012,,
700224,SVK,2014,23700,,
700224,SVK,2015,20500,,
700224,SVN,2014,18041,,
700224,SVN,2015,17983,,
700224,SVN,2016,17992,,
700224,SWE,2014,72400,,
700224,SWE,2015,70400,,
700224,SXM,2013,95.37042,,
700224,TGO,2015,8665,,
700224,THA,2014,200416,,
700224,THA,2015,204099.69730,,
700224,TUR,2014,238930,,
700224,TUR,2015,170877.38500,,
700224,UGA,2012,60511.26000,,
700224,URY,2013,3810,,
700224,VNM,2014,170200,,
700224,VNM,2015,178500,,
700225,AGO,2014,1183498.77900,,
700225,ARG,2016,4842616.66237,,
700225,ARM,2014,761557,,
700225,ARM,2015,747279.25637,,
700225,AUT,2014,2724100,,
700225,AUT,2015,2712600,,
700225,BEL,2014,2300220,,
700225,BEL,2015,2344054,,
700225,BGR,2014,1969200,,
700225,BGR,2015,1989200,,
700225,BIH,2014,535611,,
700225,BIH,2015,549675.99700,,
700225,BMU,2010,10801,,
700225,BOL,2011,630232,,
700225,BOL,2015,2022987,,
700225,BRN,2014,128703.44773,,
700225,CAN,2015,7750200,,
700225,CHE,2014,2102998,,
700225,CHL,2013,1028848,,
700225,COL,2015,7948747,,
700225,CPV,2015,47016.82235,,
700225,CRI,2015,773848.65000,,
700225,CZE,2014,3562440,,
700225,CZE,2015,3591854.55000,,
700225,DEU,2015,27130600,,
700225,DNK,2013,1518138,,
700225,DNK,2014,1516753.55000,,
700225,ECU,2013,2331977,,
700225,ECU,2015,3041178,,
700225,ESP,2014,8619339,,
700225,ESP,2015,9011515.80000,,
700225,EST,2014,365911,,
700225,EST,2015,368451,,
700225,FIN,2014,1090900,,
700225,FIN,2015,1065708,,
700225,FRA,2014,14798126,,
700225,FRA,2015,14691545,,
700225,GHA,2014,6252049,,
700225,GRC,2015,1892400,,
700225,HND,2010,148562,,
700225,HND,2015,961592,,
700225,HRV,2015,950546,,
700225,HUN,2014,2504743,,
700225,HUN,2015,2543612,,
700225,ISL,2015,64600,,
700225,ISR,2014,1670060,,
700225,ITA,2014,16515555,,
700225,ITA,2015,16583252,,
700225,KOR,2014,11889000,,
700225,KOR,2015,12117000,,
700225,LKA,2015,6051839.11138,,
700225,LTU,2014,745823,,
700225,LTU,2015,737140,,
700225,LUX,2014,105081,,
700225,LUX,2015,101701,,
700225,LVA,2014,562900,,
700225,LVA,2015,562000,,
700225,MAC,2014,,SUPP,
700225,MAC,2015,,SUPP,
700225,MDA,2014,881410,,
700225,MDA,2015,891891,,
700225,MDV,2014,47295,,
700225,MEX,2014,23562538,,
700225,MEX,2015,24243267,,
700225,MKD,2014,370541,,
700225,MKD,2015,373643,,
700225,MLI,2014,205621.12523,,
700225,MLI,2015,561236.96719,,
700225,MLT,2014,124820,,
700225,MLT,2015,128636,,
700225,MNG,2014,541158,,
700225,MNG,2015,539626,,
700225,MOZ,2014,1735267.72339,,
700225,MYS,2014,7419800,,
700225,MYS,2015,7501300,,
700225,NIC,2009,259985,,
700225,NLD,2014,4733000,,
700225,NLD,2015,4734000,,
700225,PAK,2014,14077693,,
700225,PAK,2015,14984998,,
700225,PAN,2013,278395,,
700225,PAN,2016,810987,,
700225,PER,2013,999788,,
700225,PHL,2014,17530127,,
700225,PHL,2015,17602505,,
700225,PRI,2014,490579,,
700225,PRI,2015,288318.80000,,
700225,PRT,2014,1044007.84303,,
700225,PRT,2015,1090606.60823,,
700225,PRY,2010,402899,,
700225,PSE,2014,371700,,
700225,PSE,2015,151400,,
700225,ROU,2014,6674065,,
700225,ROU,2015,6474301,,
700225,RUS,2014,26913900,,
700225,SLV,2013,521851,,
700225,SRB,2014,1759227.65603,,
700225,SRB,2015,1795786.85648,,
700225,SVK,2014,1702400,,
700225,SVK,2015,1731700,,
700225,SVN,2014,439480,,
700225,SVN,2015,439782,,
700225,SVN,2016,450533,,
700225,SWE,2014,2766100,,
700225,SWE,2015,2764500,,
700225,SXM,2013,5526.89900,,
700225,TGO,2015,516834,,
700225,THA,2014,13577200,,
700225,THA,2015,13846065.29360,,
700225,TUR,2014,9817469,,
700225,TUR,2015,5150763.15400,,
700225,UGA,2012,2937545.30000,,
700225,URY,2013,367791,,
700225,VNM,2014,24972800,,
700225,VNM,2015,24631500,,
700227,AGO,2014,5685.50400,,
700227,ARM,2014,35322,,
700227,ARM,2015,21218.59033,,
700227,AUT,2014,70300,,
700227,AUT,2015,74600,,
700227,BEL,2014,104886,,
700227,BEL,2015,109423,,
700227,BGR,2014,38000,,
700227,BGR,2015,39400,,
700227,BIH,2014,8273,,
700227,BIH,2015,6909.85600,LOWREL,
700227,BMU,2010,649,,
700227,BOL,2011,165064,,
700227,BOL,2015,89364,,
700227,BRA,2013,2042758,,
700227,BRN,2014,3410.08348,,
700227,CAN,2015,481400,,
700227,CHE,2014,109080,,
700227,CHL,2013,255324,,
700227,CHL,2016,152556.99656,,
700227,CPV,2015,905,,
700227,CRI,2015,18432.90000,,
700227,CYP,2014,8151,,
700227,CYP,2015,8271,,
700227,CZE,2014,64716,,
700227,CZE,2015,78016.65000,,
700227,DEU,2014,808600,,
700227,DEU,2015,852100,,
700227,DNK,2013,34992,,
700227,DNK,2014,36010.05000,,
700227,ECU,2013,42126,,
700227,ECU,2015,64572.49000,,
700227,ESP,2014,380163,,
700227,ESP,2015,397529.30000,,
700227,EST,2014,15703,,
700227,EST,2015,18360,,
700227,FIN,2014,90400,,
700227,FIN,2015,102741,,
700227,FRA,2014,468163,,
700227,FRA,2015,464700,,
700227,GHA,2014,25933,,
700227,GRC,2015,70900,,
700227,HND,2010,38292,,
700227,HND,2015,19945,,
700227,HRV,2015,45085,,
700227,HUN,2014,67026,,
700227,HUN,2015,73132,,
700227,ISL,2015,5300,,
700227,ISR,2014,92031,,
700227,ITA,2014,318035,,
700227,ITA,2015,325438,,
700227,KOR,2014,1165000,,
700227,KOR,2015,1182000,,
700227,LKA,2015,7545.72898,,
700227,LTU,2014,33025,,
700227,LTU,2015,33220,,
700227,LUX,2014,10021,,
700227,LUX,2015,7178,,
700227,LVA,2014,24900,,
700227,LVA,2015,23300,,
700227,MAC,2014,,SUPP,
700227,MAC,2015,,SUPP,
700227,MDA,2014,15374,,
700227,MDA,2015,14176,,
700227,MDV,2014,42,,
700227,MEX,2014,620982,,
700227,MEX,2015,624346,,
700227,MKD,2014,13739,,
700227,MKD,2015,11966,,
700227,MLI,2014,2855.34266,,
700227,MLI,2015,3831.04485,,
700227,MLT,2014,4224,,
700227,MLT,2015,4285,,
700227,MNG,2014,25999,,
700227,MNG,2015,27659,,
700227,MOZ,2014,0,NIL,
700227,MYS,2014,127900,,
700227,MYS,2015,154300,,
700227,NIC,2009,25675,,
700227,NLD,2014,189000,,
700227,NLD,2015,190000,,
700227,PAK,2014,190067,,
700227,PAK,2015,198163,,
700227,PAN,2013,44511,,
700227,PAN,2016,24515,,
700227,PER,2013,502081,,
700227,PHL,2014,297760,,
700227,PHL,2015,301563,,
700227,PRI,2014,16344,,
700227,PRI,2015,23756.65000,,
700227,PRT,2014,54127.07498,,
700227,PRT,2015,55649.80832,,
700227,PRY,2010,58850,,
700227,PSE,2014,5900,,
700227,PSE,2015,5500,,
700227,ROU,2014,46280,,
700227,ROU,2015,53732,,
700227,RUS,2014,3306865,,
700227,SLV,2013,11503,,
700227,SRB,2014,38051.35413,,
700227,SRB,2015,37286.13600,,
700227,SVK,2014,34400,,
700227,SVK,2015,32400,,
700227,SVN,2014,22748,,
700227,SVN,2015,24021,,
700227,SVN,2016,25552,,
700227,SWE,2014,107300,,
700227,SWE,2015,109570,,
700227,SXM,2013,221.25870,,
700227,SYC,2012,0,NA,
700227,TGO,2015,6187,,
700227,THA,2014,401941,,
700227,THA,2015,447719.90210,,
700227,TUR,2014,294925,,
700227,TUR,2015,347344.68900,,
700227,UGA,2012,13006.22000,,
700227,URY,2013,17267,,
700227,VNM,2014,537300,,
700227,VNM,2015,560200,,
700227,ZAF,2014,96380.99498,,
700228,AGO,2014,126944.85330,,
700228,ARM,2014,311991,,
700228,ARM,2015,291849.71116,,
700228,AUT,2014,1249900,,
700228,AUT,2015,1292400,,
700228,BEL,2014,1857952,,
700228,BEL,2015,1855374,,
700228,BGR,2014,908300,,
700228,BGR,2015,938400,,
700228,BIH,2014,109595,,
700228,BIH,2015,105490.25100,,
700228,BMU,2010,13277,,
700228,BOL,2011,2321532,,
700228,BOL,2015,875102,,
700228,BRA,2013,45366105,,
700228,BRN,2014,32996.72060,,
700228,CAN,2015,9253000,,
700228,CHE,2014,1617533,,
700228,CHL,2013,5185277,,
700228,CHL,2016,2625864.71043,,
700228,CPV,2015,20138,,
700228,CRI,2015,496733.10000,,
700228,CYP,2014,154360,,
700228,CYP,2015,152510,,
700228,CZE,2014,1070031,,
700228,CZE,2015,1105474.35000,,
700228,DEU,2014,10265500,,
700228,DEU,2015,10558700,,
700228,DNK,2013,800251,,
700228,DNK,2014,819517.95000,,
700228,ECU,2013,3284261,,
700228,ECU,2015,931485.80000,,
700228,ESP,2014,6906595,,
700228,ESP,2015,7083097.80000,,
700228,EST,2014,231448,,
700228,EST,2015,238270,,
700228,FIN,2014,934200,,
700228,FIN,2015,954072,,
700228,FRA,2014,9478348,,
700228,FRA,2015,9758332,,
700228,GHA,2014,465357,,
700228,GRC,2015,1149500,,
700228,HND,2010,860390,,
700228,HND,2015,321540,,
700228,HRV,2015,392542,,
700228,HUN,2014,1023682,,
700228,HUN,2015,1062893,,
700228,ISL,2015,57200,,
700228,ISR,2014,1619900,,
700228,ITA,2014,4218939,,
700228,ITA,2015,4401118,,
700228,KOR,2014,10173000,,
700228,KOR,2015,10262000,,
700228,LKA,2015,374809.35003,,
700228,LTU,2014,525051,,
700228,LTU,2015,550695,,
700228,LUX,2014,97266,,
700228,LUX,2015,78947,,
700228,LVA,2014,276100,,
700228,LVA,2015,291500,,
700228,MAC,2014,,SUPP,
700228,MAC,2015,,SUPP,
700228,MDA,2014,273362,,
700228,MDA,2015,263171,,
700228,MDV,2014,375,,
700228,MEX,2014,6580625,,
700228,MEX,2015,6771449,,
700228,MKD,2014,139834,,
700228,MKD,2015,158912,,
700228,MLI,2014,99753.35927,,
700228,MLI,2015,82118.42095,,
700228,MLT,2014,41202,,
700228,MLT,2015,42572,,
700228,MNG,2014,299774,,
700228,MNG,2015,324732,,
700228,MOZ,2014,0,NIL,
700228,MYS,2014,3444200,,
700228,MYS,2015,3699000,,
700228,NIC,2009,707814,,
700228,NLD,2014,2680000,,
700228,NLD,2015,2763000,,
700228,PAK,2014,3150950,,
700228,PAK,2015,3620976,,
700228,PAN,2013,891731,,
700228,PAN,2016,478172,,
700228,PER,2013,9830248,,
700228,PHL,2014,9336850,,
700228,PHL,2015,9531556,,
700228,PRI,2014,498345,,
700228,PRI,2015,689694.35000,,
700228,PRT,2014,1022147.79942,,
700228,PRT,2015,1077668.68356,,
700228,PRY,2010,1066219,,
700228,PSE,2014,250800,,
700228,PSE,2015,273000,,
700228,ROU,2014,1542308,,
700228,ROU,2015,1670587,,
700228,RUS,2014,38224266,,
700228,SLV,2013,985930,,
700228,SRB,2014,575751.48848,,
700228,SRB,2015,603916.90594,,
700228,SVK,2014,516600,,
700228,SVK,2015,541800,,
700228,SVN,2014,228462,,
700228,SVN,2015,237132,,
700228,SVN,2016,249854,,
700228,SWE,2014,1718500,,
700228,SWE,2015,1788430,,
700228,SXM,2013,5551.58900,,
700228,SYC,2012,0,NA,
700228,TGO,2015,93386,,
700228,THA,2014,5288157,,
700228,THA,2015,5433005.72360,,
700228,TUR,2014,4789805,,
700228,TUR,2015,5245392.87000,,
700228,UGA,2012,494937.10000,,
700228,URY,2013,845132,,
700228,VNM,2014,6478100,,
700228,VNM,2015,7305200,,
700228,ZAF,2014,1296105.65613,,
700230,AGO,2014,6.33600,,
700230,ARG,2016,173766.76662,LOWREL,
700230,ARM,2014,63679,,
700230,ARM,2015,11061.09848,,
700230,AUT,2014,61400,,
700230,AUT,2015,61300,,
700230,BEL,2014,75984,,
700230,BEL,2015,79713,,
700230,BGR,2014,34000,,
700230,BGR,2015,37300,,
700230,BIH,2014,18040,,
700230,BIH,2015,17816.35400,LOWREL,
700230,BMU,2010,621,,
700230,BOL,2011,87795,,
700230,BOL,2015,100132,,
700230,BRN,2014,918.70060,,
700230,CAN,2015,382000,,
700230,CHE,2014,70978,,
700230,CHL,2013,126780,,
700230,COL,2015,91074,,
700230,CPV,2015,689.53293,,
700230,CRI,2015,16785.05000,,
700230,CZE,2014,56608,,
700230,CZE,2015,76197.70000,,
700230,DEU,2015,897400,,
700230,DNK,2013,30262,,
700230,DNK,2014,31226.50000,,
700230,ECU,2013,2219,,
700230,ECU,2015,72594.37000,,
700230,ESP,2014,371243,,
700230,ESP,2015,392468.95000,,
700230,EST,2014,17546,,
700230,EST,2015,16616,,
700230,FIN,2014,67700,,
700230,FIN,2015,83241,,
700230,FRA,2014,397266,,
700230,FRA,2015,391529,,
700230,GHA,2014,33865,,
700230,GRC,2015,47800,,
700230,HND,2010,27857,,
700230,HND,2015,33540,,
700230,HRV,2015,51768,,
700230,HUN,2014,53042,,
700230,HUN,2015,66712,,
700230,ISL,2015,6300,,
700230,ISR,2014,66250,,
700230,ITA,2014,198483,,
700230,ITA,2015,200936,,
700230,KOR,2014,550000,,
700230,KOR,2015,555000,,
700230,LTU,2014,29302,,
700230,LTU,2015,28717,,
700230,LUX,2014,4894,,
700230,LUX,2015,3194,,
700230,LVA,2014,22400,,
700230,LVA,2015,22800,,
700230,MAC,2014,,SUPP,
700230,MAC,2015,,SUPP,
700230,MDA,2014,8472,,
700230,MDA,2015,9802,,
700230,MDV,2014,45,,
700230,MEX,2014,1164288,,
700230,MEX,2015,1155604,,
700230,MKD,2014,5380,,
700230,MKD,2015,4696,,
700230,MLI,2014,5926.16248,,
700230,MLI,2015,4125.76854,,
700230,MLT,2014,3654,,
700230,MLT,2015,3190,,
700230,MNG,2014,12027,,
700230,MNG,2015,21478,,
700230,MOZ,2014,0,NIL,
700230,MYS,2014,82800,,
700230,MYS,2015,97200,,
700230,NIC,2009,10692,,
700230,NLD,2014,129000,,
700230,NLD,2015,140000,,
700230,PAK,2014,160016,,
700230,PAK,2015,197916,,
700230,PAN,2013,17910,,
700230,PAN,2016,9117,,
700230,PER,2013,177868,,
700230,PHL,2014,328270,,
700230,PHL,2015,328665,,
700230,PRI,2014,20259,,
700230,PRI,2015,13802.40000,,
700230,PRT,2014,52241.69345,,
700230,PRT,2015,58176.34698,,
700230,PRY,2010,20010,,
700230,PSE,2014,10400,,
700230,PSE,2015,14100,,
700230,ROU,2014,45802,,
700230,ROU,2015,44050,,
700230,RUS,2014,2174701,,
700230,SLV,2013,15159,,
700230,SRB,2014,39794.72957,,
700230,SRB,2015,36172.00274,,
700230,SVK,2014,18100,,
700230,SVK,2015,20300,,
700230,SVN,2014,29653,,
700230,SVN,2015,30484,,
700230,SVN,2016,31562,,
700230,SWE,2014,83000,,
700230,SWE,2015,86900,,
700230,SXM,2013,72.96293,,
700230,TGO,2015,7140,,
700230,THA,2014,368386,,
700230,THA,2015,368292.33260,,
700230,TUR,2014,375032,,
700230,TUR,2015,421073.45900,,
700230,UGA,2012,29421.93000,,
700230,URY,2013,22763,,
700230,VNM,2014,312800,,
700230,VNM,2015,336200,,
700231,AGO,2014,126579.87450,,
